Array Design Name	Affymetrix GeneChip Yeast Genome S98 [YG_S98]
Comment[AdditionalFile:CDF]	YG_S98.cdf
Version	1.0
Provider	Affymetrix, Inc. (support@affymetrix.com)
Comment[ArrayExpressAccession]	A-AFFY-27
Comment[SubmittedName]	Affymetrix GeneChip Yeast Genome S98 [YG_S98]
Technology Type	in_situ_oligo_features
Technology Type Term Accession Number	#in_situ_oligo_features
Technology Type Term Source REF	The MGED Ontology
Surface Type	glass
Term Source Name	The MGED Ontology	affymetrix_netaffx	blocks	cp450	ec	embl	ensembl	entrez_protein	interpro	locus	mgd	pfam	pkr_hanks	refseq	scop	sgd	swall	unigene
Term Source File	http://mged.sourceforge.net/ontologies/MGEDontology.php	http://www.affymetrix.com/analysis/	http://www.blocks.fhcrc.org/	http://drnelson.utmem.edu/CytochromeP450.html	http://www.chem.qmw.ac.uk/iubmb/enzyme/	http://www.ebi.ac.uk/embl/	http://www.ensembl.org	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=Protein	http://www.ebi.ac.uk/interpro	http://www.ncbi.nlm.nih.gov/LocusLink/	http://www.informatics.jax.org/	http://www.sanger.ac.uk/Software/Pfam/	http://pkr.sdsc.edu/html/pk_classification/pk_catalytic/pk_hanks_class.html	http://www.ncbi.nlm.nih.gov/LocusLink/refseq.html	http://scop.berkeley.edu	http://genome-www.stanford.edu/Saccharomyces/	http://www.ebi.ac.uk/swissprot/access.html	http://www.ncbi.nlm.nih.gov/UniGene/
Term Source Version																	
Comment[AdditionalFile:txt]	A-AFFY-27_comments.txt

[main]
Composite Element Name	Composite Element Database Entry[embl]	Composite Element Database Entry[swall]	Composite Element Database Entry[scop]	Composite Element Database Entry[refseq]	Composite Element Database Entry[pfam]	Composite Element Database Entry[affymetrix_netaffx]	Composite Element Database Entry[mgd]	Composite Element Database Entry[locus]	Composite Element Database Entry[interpro]	Composite Element Database Entry[blocks]	Composite Element Database Entry[ec]	Composite Element Database Entry[entrez_protein]	Composite Element Database Entry[unigene]	Composite Element Database Entry[ensembl]	Composite Element Database Entry[sgd]	Composite Element Database Entry[pkr_hanks]	Composite Element Database Entry[cp450]
4530_at		P38705	d1qf6a4		tRNA-synt_2b	4530_at			IPR002314	IPB003364	6.1.1.11				YHR011W		
4531_at		P38759				4531_at			IPR000979	IPB000979					YHR012W		
4532_at		P07347	d1bo4a_		Acetyltransf	4532_at			IPR000182		2.3.1.60				YHR013C		
4533_at		P23624				4533_at									YHR014W		
4534_at		P38760	d1h6kx_		rrm	4534_at			IPR000504	IPB002004					YHR015W		
4535_at		P32793	d1sema_		SH3	4535_at			IPR001452	PR00499					S0001058		
4536_at		P32792				4536_at									S0001059		
4537_at		P04076	d1hy0a_		lyase_1	4537_at			IPR003031	IPB000362	5.5.1.2				YHR018C		
4538_at		P38707	d1g51a1		tRNA_anti	4538_at			IPR004364		6.1.1.22				YHR019C		
4493_at		P38708	d1hc7a2		tRNA-synt_2b	4493_at			IPR002316		6.1.1.15				YHR020W		
4494_at		P38711			Ribosomal_S27e	4494_at			IPR000592	IPB000592					YHR021C		
4495_at		O13529				4495_at									S0003531		
4496_at		P38763	d1i2ma_			4496_at			IPR003575	PR00449					YHR022C		
4497_at		P08964	d1br2a2		myosin_head	4497_at			IPR001609	IPB000237					S0001065		Q27480
4498_at		P11914	d1hr6a1		Peptidase_M16	4498_at			IPR001431		3.4.24.64				YHR024C		
4499_at		P17423	d1h72c2		GHMP_kinases	4499_at			IPR000870	IPB000705	2.7.1.39				S0001067		
4500_at		P23968			ATP-synt_C	4500_at			IPR000245	PR00122					YHR026W		
4501_at		P38764			PC_rep	4501_at			IPR002015	IPB002015					YHR027C		
4502_at		P18962	d1qfma2		Peptidase_S9	4502_at			IPR002471	IPB002471	3.4.21.26				YHR028C		
4503_at		P38765			PhzC-PhzF	4503_at			IPR003719	IPB003719					YHR029C		
4504_at		Q00772	d3erk__		pkinase	4504_at			IPR002290	IPB002360	2.7.1.38				YHR030C	SLT2	
4505_at		P38766				4505_at									YHR031C		
4506_at		P38767			UPF0013	4506_at			IPR002528						S0001074		
4507_at		P38690	d1e19a_		aakinase	4507_at			IPR005715	IPB001057	1.2.1.41				YHR033W		
4508_at		P38768				4508_at									YHR034C		
4509_at		P38769			Sec23_Sec24	4509_at									S0001077		
4510_at		P38770				4510_at									YHR036W		
4511_at		P07275	d1a4sa_		aldedh	4511_at			IPR005931	IPB002086	1.2.1.28				YHR037W		
4512_at		P38771	d1dd5a_		RRF	4512_at			IPR002661	IPB002661					S0001080		
4513_at		P38694	d1euha_		aldedh	4513_at			IPR002086	IPB002086	1.2.1.27				YHR039C		
4514_at						4514_at									YHR039C-B		
4469_at		P38772				4469_at									YHR040W		
4470_at		P34162				4470_at									YHR041C		
4471_at		P16603	d1ja1a1		flavodoxin	4471_at			IPR003097	IPB001226	1.6.2.4				YHR042W		O08336
4472_s_at		P38773	d1zrn__		Hydrolase	4472_s_at			IPR005834		5.4.2.6				YHR043C		
4473_i_at		P38774	d1zrn__		Hydrolase	4473_i_at			IPR005834		5.4.2.6				YHR044C		
4474_at		P38775				4474_at									YHR045W		
4475_at		P38710	d2hhma_		inositol_P	4475_at			IPR000760	IPB000760	3.1.3.25				S0001088		
4476_at		P37898	d1hs6a3		Peptidase_M1	4476_at			IPR006025	PR00756	3.3.2.6				YHR047C		
4477_at		P38776			sugar_tr	4477_at			IPR005829	IPB003662					YHR048W		
4478_at		P38777			DUF341	4478_at			IPR005645						YHR049W		
4479_at		O13533				4479_at									YHR049C-A		
4480_at		P38778			Nramp	4480_at			IPR001046	PR00447					S0001092		
4481_at		P00427			COX5A	4481_at			IPR003204	IPB003204					YHR051W		
4482_at		P38779	d1dwua_			4482_at									S0001094		
4483_s_at		P07215	d1fmya_			4483_s_at				IPB000006					YHR053C		
4484_s_at		P38780				4484_s_at									YHR054C		
4485_at		P23285	d1cyna_		pro_isomerase	4485_at			IPR002130	IPB002130					YHR057C		
4486_at		P38782				4486_at									S0001100		
4487_at		P38783				4487_at									S0001101		
4488_at		P38784				4488_at									YHR060W		
4489_at		P38785				4489_at			IPR000095						YHR061C		
4490_at		P38786			RNase_P_p30	4490_at			IPR002738						S0001104		
4491_at		P38787				4491_at			IPR003710						YHR063C		
4492_at		P38788			HSP70	4492_at			IPR001023	IPB001023					S0001106		
4446_at		P38712	d1hv8a1		helicase_C	4446_at			IPR001410	IPB000330					YHR065C		
4447_at		P38789			SSF1	4447_at			IPR005577						S0001108		
4448_at		P38790				4448_at									YHR067W		
4449_at		P38791	d1dhs__		DS	4449_at			IPR002773	IPB002773	1.1.1.249				S0001110		
4450_at		P38792				4450_at			IPR003029						YHR069C		
4451_at		P38793			Met_10	4451_at			IPR003402	IPB001566					S0001112		
4452_at		P38794			cyclin	4452_at			IPR004366						S0001113		
4453_at		P38604	d2sqca1		prenyltrans	4453_at			IPR002365	IPB002365	5.4.99.7				YHR072W		
4454_at		P38713				4454_at			IPR001849						S0001115		
4455_at		P38795	d2nsya_		NAD_synthase	4455_at			IPR003694	IPB000132	6.3.5.1				YHR074W		
4456_at		P38796				4456_at			IPR000379						YHR075C		
4457_at		P38797				4457_at			IPR001932	IPB000222					YHR076W		
4458_at		P38799				4458_at									YHR078W		
4459_at		P32361			pkinase	4459_at			IPR000719	IPB000095					YHR079C	IRE1	
4460_i_at		P89114				4460_i_at									YHR079C-A		
4461_r_at		P89114				4461_r_at									YHR079C-A		
4462_at		P38800			GRAM	4462_at			IPR004182						YHR080C		
4463_at		P38801				4463_at									YHR081W		
4464_at		P38691			pkinase	4464_at			IPR002290	IPB000959					YHR082C	YCL24	
4465_at		P14693				4465_at									S0001125		
4466_at		P13574			STE	4466_at			IPR003120	IPB003120					YHR084W		
4467_at		P38803				4467_at									YHR085W		
4468_at		Q00539	d1fxla1		rrm	4468_at			IPR000504	IPB002004					YHR086W		
4423_at		P38804				4423_at									YHR087W		
4424_at		P38805			IMP4	4424_at			IPR002799	IPB002799					YHR088W		
4425_at		P28007				4425_at				IPB000817					YHR089C		
4426_at		P38806			PHD	4426_at			IPR001965						YHR090C		
4427_at		P38714	d1f7ua2		tRNA-synt_1d	4427_at			IPR005148		6.1.1.19				YHR091C		
4428_at		P32467			sugar_tr	4428_at			IPR005829	IPB002897					YHR092C		
4429_at		P29589				4429_at									S0001135		
4430_at		P32465			sugar_tr	4430_at			IPR005829	IPB002897					YHR094C		
4431_at		P38808				4431_at									S0001137		
4432_at		P38695			sugar_tr	4432_at			IPR005828	IPB003662					YHR096C		
4433_at		P38809				4433_at									S0001139		
4434_at		P38809				4434_at									YHR097C		
4435_at		P38810			Gelsolin	4435_at			IPR001974						YHR098C		
4436_at		P38811			PI3_PI4_kinase	4436_at			IPR003152						YHR099W		
4437_at		P38812				4437_at									S0001142		
4438_at		P38813				4438_at									S0001143		
4439_at		P38813				4439_at									S0001143		
4440_at		P38692	d1f3mc_		pkinase	4440_at			IPR002290	PR01217	2.7.1.38				YHR102W	STE20	
4441_at		P38814				4441_at									YHR103W		
4442_at		P38715	d1ads__		aldo_ket_red	4442_at			IPR001395	IPB001395	1.1.1.21				YHR104W		
4443_at		P38815			PX	4443_at			IPR001683	IPB001683					S0001147		
4444_at		P38816	d1h7wa4		pyr_redox	4444_at			IPR005982	IPB003421	1.4.1.13				S0001148		
4445_at		P32468	d1h65a_		GTP_CDC	4445_at			IPR000834	PR00364					YHR107C		
4401_at		P38817	d1dfbl1		GAT	4401_at			IPR001121	IPB002014					YHR108W		
4402_at		P38818				4402_at									S0001151		
4403_at		P38819			EMP24_GP25L	4403_at			IPR000348	IPB000348					YHR110W		
4404_at		P38820	d1ayfa_		ThiF	4404_at			IPR001763	PR00420					S0001153		
4405_at		P38716	d1ibja_		Cys_Met_Meta_PP	4405_at			IPR001444	IPB000277	4.2.99.10				YHR112C		
4406_at		P38821				4406_at			IPR001948						S0001155		
4407_at		P38822				4407_at			IPR001452						YHR114W		
4408_at		P38823	d1chc__		FHA	4408_at			IPR000253						YHR115C		
4409_at		P38824				4409_at									YHR116W		
4410_at		P38825	d1elwa_		TPR	4410_at			IPR001440						YHR117W		
4411_at		P38826				4411_at				IPB003874					YHR118C		
4412_at		P38827			SET	4412_at			IPR001214	IPB000637					YHR119W		
4413_at		P25846	d1e3ma4		MutS_C	4413_at			IPR000432	IPB000432					YHR120W		
4414_at		P38828				4414_at									S0001163		
4415_at		P38829			DUF59	4415_at			IPR002744						YHR122W		
4416_at		P22140			CDP-OH_P_transf	4416_at			IPR000462	IPB000462	2.7.8.1				YHR123W		
4417_at		P22140			CDP-OH_P_transf	4417_at			IPR000462	IPB000462	2.7.8.1				YHR123W		
4418_at		P38830				4418_at									YHR124W		
4419_at		P38831				4419_at									S0001167		
4420_at		P38832			yeast_PIR	4420_at			IPR000420	IPB000420					YHR126C		
4421_at		P38833				4421_at									YHR127W		
4422_at		P18562	d1bd3a_			4422_at					2.4.2.9				S0001170		
4378_at		P38696	d1yaga1		actin	4378_at			IPR004000	IPB004000					YHR129C		
4379_at		P38834				4379_at									S0001172		
4380_at		P38835			PH	4380_at			IPR001849	IPB002038					YHR131C		
4381_at		P38836	d1nsa_1		Zn_carbOpept	4381_at			IPR000834	IPB000834	3.4.17.2				YHR132C		
4382_at		P38837				4382_at									YHR133C		
4383_at		P38838				4383_at			IPR006025						YHR134W		
4384_at		P23291			pkinase	4384_at			IPR002290	IPB003753					YHR135C	YCK1	
4385_at		P38839				4385_at									S0001178		
4386_at		P38840	d1gdea_			4386_at					2.6.1.5				YHR137W		
4387_at		P38841				4387_at									YHR138C		
4388_at		P13130	d4pgaa_		Asparaginase	4388_at			IPR006034		3.5.1.38				YHR139C		
4389_at		O13536				4389_at									YHR139C-A		
4390_at		P38842				4390_at									S0001182		
4391_at		P38843				4391_at				IPB003740					YHR142W		
4392_at		P38844				4392_at				IPB002889					YHR143W		
4393_at		P40422	d1i50l_		DNA_RNApol_7kD	4393_at			IPR003221	IPB003221					YHR143W-A		
4394_at		P06773			dCMP_cyt_deam	4394_at			IPR002125		3.5.4.12				YHR144C		
4395_at		O13537				4395_at									S0001188		
4396_at		P38845				4396_at									YHR146W		
4397_at		P32904	d1rl6a1		Ribosomal_L6	4397_at			IPR002358	IPB002359					YHR147C		
4398_at		P32899	d1c06a_		Ribosomal_S4	4398_at			IPR002942	IPB001912					YHR148W		
4399_at		P32900				4399_at									YHR149C		
4400_at		P38848				4400_at									S0001193		
4356_at		P38849				4356_at									S0001194		
4357_at		P17123				4357_at									YHR152W		
4358_at		P17122				4358_at									YHR153C		
4359_at		P38850			BRCT	4359_at			IPR001357						YHR154W		
4360_at		P38851			PH	4360_at			IPR001849						YHR155W		
4361_at		P38852			GYF	4361_at			IPR003169						YHR156C		
4362_at		P33323				4362_at									YHR157W		
4363_at		P38853			Kelch	4363_at			IPR001798						S0001201		Q27480
4364_at		P38854				4364_at									S0001202		
4365_at		P38855				4365_at									YHR160C		
4366_at		P38856	d1blxb_		ENTH	4366_at			IPR001026	IPB001026					S0001204		
4367_at		P38857			UPF0041	4367_at			IPR005336						YHR162W		
4368_at		P38858			Glucosamine_iso	4368_at			IPR005900	IPB000457	5.3.1.10				YHR163W		
4369_at		P38859				4369_at				PR00318					S0001207		
4370_at		P33334			Mov34	4370_at			IPR000555						YHR165C		
4371_at		P16522	d1elwa_		APC8	4371_at			IPR001440						S0001209		
4372_at		O13539				4372_at									YHR167W		
4373_at		P38860	d1g16a_		GTP1_OBG	4373_at			IPR006169	PR00318					YHR168W		
4374_at		P38719	d1fuka_		helicase_C	4374_at			IPR000629	IPB000330					YHR169W		
4375_at		P38861				4375_at									S0001213		
4376_at		P38862				4376_at			IPR000594						S0001214		
4377_at		P38863				4377_at									YHR172W		
4333_at		P38864				4333_at									S0001216		
4334_i_at		P00925	d1onea1		enolase	4334_i_at			IPR000941	IPB001354	4.2.1.11				YHR174W		
4335_at		P38865			Ctr	4335_at									YHR175W		
4336_at		P38866	d1dxla1		FMO-like	4336_at			IPR001327	PR00419	1.14.13.8				YHR176W		
4337_at		P38867				4337_at									YHR177W		
4338_at		P38699			Zn_clus	4338_at			IPR001138	IPB001138					YHR178W		
4339_at		Q03558	d1oyb__		oxidored_FMN	4339_at			IPR001155	IPB001155	1.5.99.7				YHR179W		
4340_at		P38868				4340_at									S0001223		
4341_at		P38869			DUF396	4341_at									YHR181W		
4342_at		P38870				4342_at			IPR000198	IPB000198					YHR182W		
4343_at		P38720	d2pgd_2		NAD_binding_2	4343_at			IPR006183	IPB002204	1.1.1.44				YHR183W		
4344_at		P38871				4344_at									YHR184W		
4345_at		P38872				4345_at									S0001228		
4346_at		P38873			WD40	4346_at			IPR001680	PR01547					YHR186C		
4347_at		P38874				4347_at									YHR187W		
4348_at		P38875			Gpi16	4348_at									YHR188C		
4349_at		P38876	d2pth__		Pept_tRNA_hydro	4349_at			IPR001328	IPB001328	3.1.1.29				YHR189W		
4350_at		P29704	d1ezfa_		SQS_PSY	4350_at			IPR002060	IPB002060	2.5.1.21				YHR190W		
4351_at		P38877				4351_at									S0001234		
4352_at		P38878				4352_at									YHR192W		
4353_at		P38879			UBA	4353_at			IPR002715	IPB002715					YHR193C		
4354_at		P38880				4354_at									YHR194W		
4355_at		P38881				4355_at									YHR195W		
4310_at		P38882				4310_at									YHR196W		
4311_at		P38883				4311_at									S0001240		
4312_at		P38884				4312_at			IPR002375						YHR198C		
4313_at		P38885				4313_at									S0001242		
4314_at		P38886				4314_at			IPR003903						YHR200W		
4315_at		P38698	d1k23a_		DHH	4315_at			IPR001667	IPB001667					S0001244		
4316_at		P38887	d1ush_2		Metallophos	4316_at			IPR004843	IPB002224	3.1.4.16				YHR202W		
4317_at		P38888	d1ko9a1		Glyco_hydro_47	4317_at			IPR001382	IPB000368	3.2.1.113				S0001247		
4318_at		P11792	d1cdka_		pkinase_C	4318_at			IPR002290	IPB000494	2.7.1.125				YHR205W	SCH9	
4319_at		P38889	d2hts__		response_reg	4319_at			IPR002341	IPB000673					YHR206W		
4320_at		P38890				4320_at			IPR001214	IPB001214					YHR207C		
4321_at		P38891	d1ekfa_		aminotran_4	4321_at			IPR005786	IPB001544	2.6.1.42				YHR208W		
4322_at		P38893			Aldose_epim	4322_at			IPR001823	IPB001823	5.1.3.3				YHR210C		
4323_f_at		P38697				4323_f_at			IPR000644						YHR216W		
4324_s_at		P38899			DEAD	4324_s_at			IPR001993						S0001261		
4325_at						4325_at									YHL046w-a		
4326_at						4326_at									YHL030w-a		
4327_at						4327_at									YHL006w-a		
4328_at						4328_at									YHL002c-a		
4329_at						4329_at									YHR056w-a		
4330_at						4330_at									YHR063w-a		
4331_at						4331_at									YHR070c-a		
4332_at						4332_at									YHR131w-a		
4286_s_at		P38798			Upf2	4286_s_at			IPR003890	IPB000547					YHR077C		
4287_s_at		P38892	d1kpga_			4287_s_at			IPR000051	IPB001566	2.1.1.17				YHR209W		
4288_at	NC_001140					4288_at											
4289_at	NC_001140					4289_at											
4290_at	NC_001140					4290_at											
4291_i_at	NC_001140					4291_i_at											
4292_at	NC_001140					4292_at											
4293_at	NC_001140					4293_at											
4294_at	NC_001140					4294_at											
4295_at	NC_001140					4295_at											
4296_at	NC_001140					4296_at											
4297_at	NC_001140					4297_at											
4298_at	NC_001140					4298_at											
4299_at	NC_001140					4299_at											
4300_at	NC_001140					4300_at											
4301_at	NC_001140					4301_at											
4302_at	NC_001140					4302_at											
4303_at	NC_001140					4303_at											
4304_f_at	NC_001140					4304_f_at											
4305_at	NC_001140					4305_at											
4306_i_at	NC_001140					4306_i_at											
4307_f_at	NC_001140					4307_f_at											
4308_at	NC_001140					4308_at											
4309_i_at	NC_001140					4309_i_at											
4261_s_at	NC_001140					4261_s_at											
4262_i_at	NC_001140					4262_i_at											
4263_at	NC_001140					4263_at											
4264_at	NC_001140					4264_at											
4265_s_at	NC_001140					4265_s_at											
4266_at	NC_001140					4266_at											
4267_at	NC_001140					4267_at											
4268_at	NC_001140					4268_at											
4269_f_at	NC_001140					4269_f_at											
4270_f_at	NC_001140					4270_f_at											
4271_at	NC_001140					4271_at											
4272_at	NC_001140					4272_at											
4273_at	NC_001140					4273_at											
4274_at	NC_001140					4274_at											
4275_at	NC_001140					4275_at											
4276_at	NC_001140					4276_at											
4277_i_at						4277_i_at									CEN8		
4278_at						4278_at									SNR32		
4279_at						4279_at									SNR71		
4280_f_at		P38924			SRP1_TIP1	4280_f_at			IPR000992	IPB000992					S0001438		
4281_i_at		P40440			sugar_tr	4281_i_at			IPR005829	IPB002897					YIL171W		
4282_f_at		P40440			sugar_tr	4282_f_at			IPR003663	IPB002897					S0001433		
4283_at		P17324	d1tdj_1		PALP	4283_at			IPR001926	IPB001926	4.1.99.4				YIL168W		
4284_at						4284_at									S0001429		
4285_at		P40445				4285_at			IPR001005	IPB000849					S0001428		
4237_at		P40446	d1erza_			4237_at			IPR003010	IPB001110					YIL165C		
4238_at		P40447	d1erza_		CN_hydrolase	4238_at			IPR000132	IPB000132	3.5.5.7				S0001426		
4239_at		P40448				4239_at									YIL163C		
4240_at		P40449				4240_at									S0001423		
4241_at		P27796	d1afwa1		thiolase_C	4241_at			IPR002155	IPB002155	2.3.1.16				YIL160C		
4242_at		P40450			FH2	4242_at			IPR003104	IPB002000					YIL159W		
4243_at		P40451				4243_at									YIL158W		
4244_at		P40452				4244_at									YIL157C		
4245_at		P40453			UCH-2	4245_at			IPR001763	IPB001394	2.4.2.29				S0001418		
4246_at		P32191	d1d4ca2		DAO	4246_at			IPR006076	PR00420	1.4.3.3				YIL155C		
4247_at		P32351				4247_at				IPB000135					YIL154C		
4248_at		P40454			PTPA	4248_at			IPR004327						YIL153W		
4249_at		P40455				4249_at									YIL152W		
4250_at		P40456				4250_at									YIL151C		
4251_at		P32354				4251_at									YIL150C		
4252_at		P40457				4252_at				IPB001101					YIL149C		Q27480
4253_i_at		P04838	d1ubi__		ubiquitin	4253_i_at			IPR000626	IPB001975					S0001410		
4254_at		P39928	d2chf__		response_reg	4254_at			IPR005467	IPB000658	2.7.1.115				YIL147C		
4255_at		P40458				4255_at									YIL146C		
4256_at		P40459	d1ihoa_		Pantoate_ligase	4256_at			IPR003721	IPB003721	6.3.2.1				YIL145C		
4257_at		P40460			Ndc80_HEC	4257_at			IPR005550	IPB000237					YIL144W		
4258_at		Q00578			helicase_C	4258_at			IPR001650	PR00851					YIL143C		
4259_at		P39076	d1ik3a1		cpn60_TCP1	4259_at			IPR002194	IPB001844					YIL142W		
4260_at		P40461				4260_at									S0001403		
4215_g_at		P40461				4215_g_at									YIL141W		
4216_at		P38928				4216_at				IPB002889					YIL140W		
4217_at		P38927	d1klqa_		HORMA	4217_at			IPR003511	IPB003511					YIL139C		
4218_at		P40414				4218_at			IPR002017	IPB001101					YIL138C		
4219_at		P40462	d1hs6a3		Peptidase_M1	4219_at			IPR006025	PR00756	3.4.11.7				YIL137C		
4220_at		P16547				4220_at									YIL136W		
4221_at		P40463				4221_at									S0001397		
4222_at		P40464			mito_carr	4222_at			IPR001993	IPB001993					YIL134W		
4223_at		P26784	d1jj2i_		Ribosomal_L13	4223_at			IPR005755	IPB001074					S0001395		
4224_at		P40465				4224_at									YIL132C		
4225_at		P40466	d1d5va_		Fork_head	4225_at			IPR000253	IPB000253					S0001393		
4226_at		P40467	d1zmec1		Zn_clus	4226_at			IPR001117	IPB002989					YIL130W		
4227_at		P40468				4227_at									S0001391		
4228_at		P40469				4228_at			IPR001341						YIL128W		
4229_at		P40470				4229_at									YIL127C		
4230_at		P32597	d1b91a_		helicase_C	4230_at			IPR001410	IPB001393					YIL126W		
4231_at		P20967	d1qs0a1		E1_dehydrog	4231_at			IPR005475		1.2.4.2				YIL125W		
4232_at		P40471	d1cyda_		adh_short	4232_at			IPR002347	IPB001509	4.2.1.46				YIL124W		
4233_at		P40472			SUN	4233_at			IPR005556	IPB001070					S0001385		
4234_at		P40473				4234_at									YIL122W		
4235_at		P40474			sugar_tr	4235_at			IPR005829	IPB002617					YIL121W		
4236_at		P40475			sugar_tr	4236_at			IPR005828	IPB002897					YIL120W		
4192_at		P23250				4192_at			IPR001005	IPB001005					YIL119C		
4193_at		Q00245	d9ldta1		ras	4193_at			IPR003578	IPB000251					S0001380		
4194_at		P40476				4194_at				IPB002889					YIL117C		
4195_at		P07172	d1fg7a_		aminotran_1_2	4195_at			IPR005861	IPB001511	4.4.1.14				YIL116W		
4196_at		P40477				4196_at			IPR004325						YIL115C		
4197_at		P40478			Euk_porin	4197_at			IPR001925	IPB001925					S0001376		
4198_at		P40479	d1mkp__		DSPc	4198_at			IPR000387						YIL113W		
4199_at		P40480	d2prga_		ank	4199_at			IPR002110	IPB003345					YIL112W		
4200_at		P00425				4200_at			IPR004203						YIL111W		
4201_at		P40481				4201_at									S0001372		
4202_at		P40482			Sec23_Sec24	4202_at									S0001371		
4203_at		P40483				4203_at			IPR006025						YIL108W		
4204_at		P40433	d1bif_2		PGAM	4204_at			IPR003094	IPB000623	3.1.3.13				YIL107C		
4205_at		P40485			PH	4205_at			IPR001849						S0001367		
4206_at		P40486				4206_at									YIL104C		
4207_at		P40487			Diphthamide_syn	4207_at			IPR002728	IPB002728					YIL103W		
4208_at		P40488				4208_at									S0001364		
4209_at		P40489				4209_at				IPB002889					S0001363		
4210_at		P40490				4210_at				PR01227					S0001362		
4211_at		P08019	d1g2na_		Glyco_hydro_15	4211_at			IPR000165	IPB000165					YIL099W		
4212_g_at		P08019	d1g2na_		Glyco_hydro_15	4212_g_at			IPR000165	IPB000165					YIL099W		
4213_at		P40491				4213_at									S0001360		
4214_at		P40492				4214_at									YIL097W		
4170_at		P40493				4170_at									S0001358		
4171_at		P40494			pkinase	4171_at			IPR002290	IPB000494					YIL095W	PsPK5	
4172_at		P40495	d1xad__		isodh	4172_at			IPR004790	IPB001804	1.1.1.41				YIL094C		
4173_at		P40496				4173_at									S0001355		
4174_at		P40497				4174_at									YIL092W		
4175_at		P40498				4175_at			IPR001092	IPB000629					YIL091C		
4176_at		P40499				4176_at									S0001352		
4177_at		P40500				4177_at									YIL089W		
4178_at		P40501			Aa_trans	4178_at			IPR002422						YIL088C		
4179_at		P40502				4179_at									YIL087C		
